axis,source,target,distance,basis,rounds,patch,method,prior,calibrator,ece,nll
patch,d3_at_q6_7/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,nn,rl,isotonic,0.015385038103965524,0.45931113284327696
patch,d3_at_q8_5/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,nn,rl,platt,0.012752132125026303,0.45673729862069407
patch,d3_at_q8_5/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,nn,rl,isotonic,0.014132797272436005,0.45800488164975833
patch,d3_at_q8_9/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,nn,rl,platt,0.009147278493821579,0.45642128877805654
patch,d3_at_q8_9/X/r50,d3_at_q6_3/X/r50,3,X,50,q6_3,nn,rl,isotonic,0.010886441253388583,0.4737450612362365
pooled,pool:d3/X/r50 without q6_3 (8 patches),d3_at_q6_3/X/r50,3,X,50,q6_3,nn,rl,platt,0.006829638823579992,0.456326389741898
pooled,pool:d3/X/r50 without q6_3 (8 patches),d3_at_q6_3/X/r50,3,X,50,q6_3,nn,rl,isotonic,0.00796100354028037,0.45662284425188326
same,d3_at_q6_3/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.0004595860187659128,0.009984392073460115
same,d3_at_q6_3/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0004698916530276108,0.010494112094192553
basis,d3_at_q6_3/X/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.00010256671396611416,0.009793752321677928
basis,d3_at_q6_3/X/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0005209467545378273,0.009970127391672827
patch,d3_at_q10_7/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.0002523385598138075,0.009635959103531724
patch,d3_at_q10_7/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0004191656942211508,0.011387016945772677
patch,d3_at_q2_7/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.0005355524688685506,0.009813659887526952
patch,d3_at_q2_7/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0006323382968564256,0.010336292882296459
patch,d3_at_q4_5/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.0005544179794577251,0.009638710031275506
patch,d3_at_q4_5/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0008351486716087909,0.011203242284214307
patch,d3_at_q4_9/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.0007558783606303104,0.01043803910594284
patch,d3_at_q4_9/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0002308577213614335,0.010641528123327143
patch,d3_at_q6_11/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.0015075416148014322,0.01052711429776788
patch,d3_at_q6_11/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0010336610071950455,0.010330167927536467
patch,d3_at_q6_7/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.001986921044335086,0.01036158132661731
patch,d3_at_q6_7/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0013623134749856341,0.010849140094543542
patch,d3_at_q8_5/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,9.270358482619482e-05,0.009601856040927436
patch,d3_at_q8_5/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0007934999972009873,0.009670082730571725
patch,d3_at_q8_9/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.00034993315209766934,0.009602180572542071
patch,d3_at_q8_9/Z/r01,d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0007341762175889793,0.009728784705386089
pooled,pool:d3/Z/r1 without q6_3 (8 patches),d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,platt,0.00031113670090990634,0.00970547391329084
pooled,pool:d3/Z/r1 without q6_3 (8 patches),d3_at_q6_3/Z/r01,3,Z,1,q6_3,nn,rl,isotonic,0.0005481326310828904,0.009696949946756192
same,d3_at_q6_3/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.001754134613865892,0.1241868432214781
same,d3_at_q6_3/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.002967837991317981,0.12468587356878816
basis,d3_at_q6_3/X/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.004541528696062753,0.12443508132613279
basis,d3_at_q6_3/X/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.005238587513601522,0.12667127117489077
patch,d3_at_q10_7/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.005611459095366819,0.1245439257304899
patch,d3_at_q10_7/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.005394387378337946,0.12533933740539505
patch,d3_at_q2_7/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.009677107912407227,0.12557002940035428
patch,d3_at_q2_7/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.009788472433696748,0.12626456123336158
patch,d3_at_q4_5/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.004873268271338775,0.12442997732119934
patch,d3_at_q4_5/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.00587415666888542,0.12532097955924498
patch,d3_at_q4_9/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.0033320056771068665,0.12437583641991576
patch,d3_at_q4_9/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.004277830969168591,0.1259715655845512
patch,d3_at_q6_11/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.0036857778036496094,0.1244252829813535
patch,d3_at_q6_11/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.004823831412646548,0.12593897285088151
patch,d3_at_q6_7/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.005412244940149785,0.12459302790338832
patch,d3_at_q6_7/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.007599964545359017,0.12814034106295513
patch,d3_at_q8_5/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.0016184863480821808,0.12423794037691029
patch,d3_at_q8_5/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.0022567470352549738,0.1260800897447529
patch,d3_at_q8_9/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.005392257814712027,0.12459669717296173
patch,d3_at_q8_9/Z/r10,d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.00604501971060774,0.12595378223771536
pooled,pool:d3/Z/r10 without q6_3 (8 patches),d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,platt,0.0034390144993325603,0.12433985648660999
pooled,pool:d3/Z/r10 without q6_3 (8 patches),d3_at_q6_3/Z/r10,3,Z,10,q6_3,nn,rl,isotonic,0.003011982719696625,0.1244107107587851
same,d3_at_q6_3/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.008320660121185715,0.3761917188785237
same,d3_at_q6_3/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.010078986463665139,0.3798998481488338
basis,d3_at_q6_3/X/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.014150481220597614,0.3767109972067691
basis,d3_at_q6_3/X/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.014613292964171421,0.3803493170119378
patch,d3_at_q10_7/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.014133579609176255,0.37657517967159504
patch,d3_at_q10_7/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.016069016874784244,0.38007740011173474
patch,d3_at_q2_7/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.01103741064396998,0.3761986779835748
patch,d3_at_q2_7/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.016831723746430518,0.37792010881423654
patch,d3_at_q4_5/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.008923109422578433,0.3760360345120242
patch,d3_at_q4_5/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.01051288571909631,0.37820095457798464
patch,d3_at_q4_9/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.015200960651260706,0.376912961311187
patch,d3_at_q4_9/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.01689187884429301,0.37770060704413955
patch,d3_at_q6_11/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.012902706162107615,0.3764650013724766
patch,d3_at_q6_11/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.01249049733828378,0.37824171585634225
patch,d3_at_q6_7/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.012973150107619475,0.37648578175191943
patch,d3_at_q6_7/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.015097836511066371,0.3788008180833533
patch,d3_at_q8_5/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.008338796462971153,0.3758622351067731
patch,d3_at_q8_5/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.0138592322291182,0.385539657610483
patch,d3_at_q8_9/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.013739387110531241,0.37675666749145587
patch,d3_at_q8_9/Z/r30,d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.015765597781604322,0.38039436448923664
pooled,pool:d3/Z/r30 without q6_3 (8 patches),d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,platt,0.010982108848149482,0.37619238375632236
pooled,pool:d3/Z/r30 without q6_3 (8 patches),d3_at_q6_3/Z/r30,3,Z,30,q6_3,nn,rl,isotonic,0.012798385452251817,0.3772184539632305
same,d3_at_q6_3/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.010136842906473284,0.42722411887877865
same,d3_at_q6_3/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.011919815169675564,0.4281932147988185
basis,d3_at_q6_3/X/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.010083130028767432,0.42714443618312564
basis,d3_at_q6_3/X/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.016949493030132313,0.4316844296461288
patch,d3_at_q10_7/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.01624787570660088,0.42800825574500945
patch,d3_at_q10_7/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.014862586160044764,0.42860277824968157
patch,d3_at_q2_7/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.011247790085147147,0.42728312298347937
patch,d3_at_q2_7/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.016011708557618593,0.4304576840611025
patch,d3_at_q4_5/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.009645092132389892,0.4269771833560048
patch,d3_at_q4_5/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.00950939985155731,0.43112916671241946
patch,d3_at_q4_9/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.01138074361540005,0.4271787631615866
patch,d3_at_q4_9/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.008560168510772142,0.4285329391126603
patch,d3_at_q6_11/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.012417193404113167,0.4273554264690912
patch,d3_at_q6_11/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.01280503609025531,0.42956989771674847
patch,d3_at_q6_7/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.012229118379715957,0.42749911657123896
patch,d3_at_q6_7/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.013386236036113162,0.4294424610279099
patch,d3_at_q8_5/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.01086346272040189,0.42709034513867455
patch,d3_at_q8_5/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.010586879461082643,0.42875299285074375
patch,d3_at_q8_9/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.011709277218538651,0.42782316114959457
patch,d3_at_q8_9/Z/r50,d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.01019167513806027,0.42995116848549886
pooled,pool:d3/Z/r50 without q6_3 (8 patches),d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,platt,0.011374974641004568,0.42724332157469985
pooled,pool:d3/Z/r50 without q6_3 (8 patches),d3_at_q6_3/Z/r50,3,Z,50,q6_3,nn,rl,isotonic,0.008669679673708864,0.42736100722617293
same,d3_at_q6_7/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.0017932809055791284,0.04818981384466359
same,d3_at_q6_7/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.0015427894957693014,0.04752870949893786
basis,d3_at_q6_7/Z/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.003554119640209796,0.048354207136549775
basis,d3_at_q6_7/Z/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.007227913856159523,0.05203341650197673
patch,d3_at_q10_7/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.009712178909674527,0.05338976881561652
patch,d3_at_q10_7/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.011088894996973523,0.05741776769902766
patch,d3_at_q2_7/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.007735056437063719,0.05066398396308655
patch,d3_at_q2_7/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.009649484707880062,0.05464965956201742
patch,d3_at_q4_5/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.007041657990805918,0.05017519161101163
patch,d3_at_q4_5/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.008039499882252558,0.051324915868470516
patch,d3_at_q4_9/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.006375647894100808,0.04976437651751576
patch,d3_at_q4_9/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.005857716577469011,0.051506790683345544
patch,d3_at_q6_11/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.0033298002408834486,0.04862695793144749
patch,d3_at_q6_11/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.0027168255267049483,0.050897316574245115
patch,d3_at_q6_3/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.00519600019205417,0.04910786314664713
patch,d3_at_q6_3/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.0038607692387324193,0.04917370482066174
patch,d3_at_q8_5/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.001487821819566946,0.04848175084840584
patch,d3_at_q8_5/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.001679887697978289,0.04917790786177279
patch,d3_at_q8_9/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.0016912518438887076,0.04840495805406664
patch,d3_at_q8_9/X/r01,d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.00503439013123349,0.05134825065932273
pooled,pool:d3/X/r1 without q6_7 (8 patches),d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,platt,0.003774928925384717,0.04857880515363409
pooled,pool:d3/X/r1 without q6_7 (8 patches),d3_at_q6_7/X/r01,3,X,1,q6_7,nn,rl,isotonic,0.002436112690652675,0.04941355784835678
same,d3_at_q6_7/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.006260809831149833,0.2368481254221533
same,d3_at_q6_7/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.00996070683098568,0.23835910540021013
basis,d3_at_q6_7/Z/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.013042952922733407,0.2378818068573649
basis,d3_at_q6_7/Z/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.016384179311611066,0.24794418062502585
patch,d3_at_q10_7/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.004204733877085719,0.23676700162979225
patch,d3_at_q10_7/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.008177596561463994,0.23817380598416638
patch,d3_at_q2_7/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.005908940450475065,0.23680433119230407
patch,d3_at_q2_7/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.007819954461037434,0.23942567629457534
patch,d3_at_q4_5/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.005597255390409356,0.23691885697200668
patch,d3_at_q4_5/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.008838579669447037,0.23860289036177043
patch,d3_at_q4_9/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.0023171866688216454,0.23669844004544768
patch,d3_at_q4_9/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.00772403701601977,0.2405008996010723
patch,d3_at_q6_11/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.012043471217853872,0.2377325415800855
patch,d3_at_q6_11/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.012705316397736718,0.23962975474259035
patch,d3_at_q6_3/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.011050900948665683,0.23769444397310635
patch,d3_at_q6_3/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.010402714645179369,0.23973369121215626
patch,d3_at_q8_5/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.004634221552370039,0.23681544844791969
patch,d3_at_q8_5/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.013439011979661294,0.24074711923226633
patch,d3_at_q8_9/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.007381506796342156,0.23696881429324998
patch,d3_at_q8_9/X/r10,d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.009744807523944684,0.23853671824404074
pooled,pool:d3/X/r10 without q6_7 (8 patches),d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,platt,0.0042247361408192345,0.23672224021724614
pooled,pool:d3/X/r10 without q6_7 (8 patches),d3_at_q6_7/X/r10,3,X,10,q6_7,nn,rl,isotonic,0.004140329274532021,0.23685852007257308
same,d3_at_q6_7/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.006771882645583766,0.5050419174846095
same,d3_at_q6_7/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.014953580675916171,0.5058883083528557
basis,d3_at_q6_7/Z/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.010180965094657463,0.5055355794690349
basis,d3_at_q6_7/Z/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.014705844796472679,0.5087242362439754
patch,d3_at_q10_7/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.013452901125214847,0.5056201079013125
patch,d3_at_q10_7/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.014632152546023567,0.5091529512679828
patch,d3_at_q2_7/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.014441414803600708,0.5057905807239325
patch,d3_at_q2_7/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.016871844553479384,0.5145841063119029
patch,d3_at_q4_5/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.009952413623223163,0.5054841519131541
patch,d3_at_q4_5/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.015433470552886453,0.5078390547003411
patch,d3_at_q4_9/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.010613671785364211,0.5056087340043705
patch,d3_at_q4_9/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.026527895351247135,0.5203676106743135
patch,d3_at_q6_11/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.013484792618421972,0.5061777819153702
patch,d3_at_q6_11/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.018369975456815502,0.5102977608460046
patch,d3_at_q6_3/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.012421192732107633,0.5059339160565568
patch,d3_at_q6_3/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.020181167710172594,0.515842419321632
patch,d3_at_q8_5/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.014111007195127456,0.5059178743285186
patch,d3_at_q8_5/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.0134687503949174,0.5103584900697697
patch,d3_at_q8_9/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.015830045731553076,0.5062211325857509
patch,d3_at_q8_9/X/r30,d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.015724552333298513,0.5082852003940793
pooled,pool:d3/X/r30 without q6_7 (8 patches),d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,platt,0.011529816122174229,0.5057249952843853
pooled,pool:d3/X/r30 without q6_7 (8 patches),d3_at_q6_7/X/r30,3,X,30,q6_7,nn,rl,isotonic,0.01084496269951074,0.5073869981195168
same,d3_at_q6_7/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.0095430179998025,0.5862841261111612
same,d3_at_q6_7/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.013080887437519456,0.5890322862350785
basis,d3_at_q6_7/Z/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.00987131233105516,0.5863088441563263
basis,d3_at_q6_7/Z/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.010784907116197577,0.5875482313471805
patch,d3_at_q10_7/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.022841177002833446,0.5875873974388192
patch,d3_at_q10_7/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.026985040834224143,0.5942341615140821
patch,d3_at_q2_7/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.011374800111462786,0.5865091471654114
patch,d3_at_q2_7/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.012574630409246322,0.5937289861954921
patch,d3_at_q4_5/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.010123183162127557,0.5863247567493781
patch,d3_at_q4_5/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.01340092797846953,0.5926851109447141
patch,d3_at_q4_9/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.012371304379210751,0.5866026478868851
patch,d3_at_q4_9/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.02153708576118696,0.5888223297327526
patch,d3_at_q6_11/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.012564073929178136,0.5866398963852807
patch,d3_at_q6_11/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.017341993301741698,0.5909768861792488
patch,d3_at_q6_3/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.010823236517678723,0.5864035431942531
patch,d3_at_q6_3/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.02270860496774212,0.5952010631661103
patch,d3_at_q8_5/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.011577338521284437,0.5864090078488373
patch,d3_at_q8_5/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.018066512340426843,0.590039300889847
patch,d3_at_q8_9/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.009573925738192702,0.5863514942408575
patch,d3_at_q8_9/X/r50,d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.014259418861879177,0.5904372547272341
pooled,pool:d3/X/r50 without q6_7 (8 patches),d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,platt,0.010663669452440272,0.586396144841929
pooled,pool:d3/X/r50 without q6_7 (8 patches),d3_at_q6_7/X/r50,3,X,50,q6_7,nn,rl,isotonic,0.009512627681626695,0.5869478095803432
same,d3_at_q6_7/Z/r01,d3_at_q6_7/Z/r01,3,Z,1,q6_7,nn,rl,platt,0.00204598695313768,0.02092205187576391
same,d3_at_q6_7/Z/r01,d3_at_q6_7/Z/r01,3,Z,1,q6_7,nn,rl,isotonic,0.002761320210632435,0.02560723804348932
basis,d3_at_q6_7/X/r01,d3_at_q6_7/Z/r01,3,Z,1,q6_7,nn,rl,platt,0.00016880650415029925,0.020329404003443078
basis,d3_at_q6_7/X/r01,d3_at_q6_7/Z/r01,3,Z,1,q6_7,nn,rl,isotonic,0.0016568314018082068,0.021913701536029666
